Question,Answer,Conversation#,Turn#,Context,Question Length
why did England create colonies,England was looking at the settlement of colonies as a way of fulfilling its desire to sell more goods and resources to other countries than it bought.,9926,3,"['where did colonists get the belief in personal freedom', 'It was said that the colonists brought it from England because they wanted freedom so they could be free from the high taxes and the royalty.', 'when did the colonization of North America begin', 'Colonization efforts began in the late 16th century with efforts by the Kingdom of England to establish colonies in North America.']",5
when was the bcra introduced,"The Bipartisan Campaign Reform Act was introduced in the House as the Bipartisan Campaign Reform Act of 2001 by Chris Shays on June 28, 2001.",9929,4,"['what are the rules about interest groups spending money on issue advocacy during a campaign', 'BCRA barred special interest groups from spending soft money on so-called issue ads that identify a specific federal candidate within 60 days of a general election.', 'what does bcra stand for', 'BCRA stands for the Bipartisan Campaign Reform Act of 2002.', 'is the bcra still an active law', 'The Bipartisan Campaign Reform Act of 2002 has been effective since November 6, 2002.']",5
where is Kareem Abdul_Jabbar from,Kareem Abdul-Jabbar is American.,8563,3,"['who is the best nba scorer of all time', 'The all-time leading scorer in NBA history is Kareem Abdul-Jabbar.', 'how many points did Kareem Abdul-Jabbar score', 'Kareem Abdul-Jabbar has scored a total of 38,387 career points.']",5
Who was Patricia Lake?,"Since the early 1920s, there has been speculation that Davies and Hearst had a child together some time between 1920 and 1923. The child was rumored to be Patricia Lake.",1341,1,[],5
Where does Enya live?,"In 1997, Enya bought Manderley Castle, a Victorian Grade A listed castle home in Killiney, County Dublin. In 2009, Enya purchased a home in southern France.",6241,4,"[""Tell me about Enya's personal life."", 'A relationship Enya had with one man ended in 1997. She was considering taking time out of music to have a family but found she was putting pressure on herself.', 'Does Enya have kids?', 'No', 'Is Enya married?', 'Enya is not married']",5
who inhabits gufkral,Gufkral is a site inhabited by potters who utilize the caves.,9397,4,"['who excavated the site of gufkral in kashmir', 'It was excavated by an ASI team led by A K Sharma from 18 August to 20 October 1981.', 'what did the excavation of gufkral reveal', 'The excavation revealed five periods of occupation at the site ranging from Aceramic neolithic to Megalithic and Historical period.', 'why is the site of gufkral in kashmir so important', 'The caves of Gufkral are one of the oldest in Kashmir and some estimates trace their origin to 2000-3000 BCE.']",3
when was lil champs released,"Lil Champs was released July 8, 2006.",10037,4,"['who was the sa re ga ma pa little champions 2017 winner', ""Shreyan Bhattacharya and Anjali Gaikwad were announced as the winners of Sa Re Ga Ma Pa L'il Champs 2017."", ""Sa Re Ga Ma Pa L'il Champs 2019 was won by who?"", ""Sa Re Ga Ma Pa L'il Champs 2019 was won by 14-year-old Sugandha Date."", 'which network is lil champs on', 'Lil Champs is on the Zee TV Network.']",5
are sharks mammals,"Although sharks give birth to their young ones like mammals, they are species of fish and not mammal.",9898,3,"['where is the only inland lake inhabited by sharks located', 'Lake Nicaragua is the only freshwater lake containing oceanic animal life, including sharks, swordfish, and tarpon.', 'what type of habitat do sharks live in', 'Sharks can make a home in wide-open oceans, shallow waves, and sometimes, they even live in freshwater.']",3
Who invented the pacemaker,"The first cardiac pacemaker was invented by a Canadian electrical engineer, John Hopps, who was researching the effects of radio frequency heating on hypothermia in 1941.",7614,5,"['pacemaker is related to which part of body', ""A pacemaker is a small device that's placed in the chest or abdomen."", 'what is the function of a pacemaker device', 'A pacemaker is a device placed in the chest or abdomen to help control abnormal heart rhythms, using electrical pulses to prompt the heart to beat at a normal rate.', 'What happens when then heart rhythms are abnormal', 'During an arrhythmia, the heart may not be able to pump enough blood to the body.', 'What are the consequences of Arrhythmia', ""Arrhythmia can cause symptoms such as fatigue (tiredness), shortness of breath, or fainting. Severe arrhythmias can damage the body's vital organs and may even cause loss of consciousness or death.""]",4
Did Saul have any daughters,"Saul had a daughter, her name was  Merab.",10809,5,"['Who is Saul and David in the Bible', 'After Samuel tells Saul that God has rejected him as king, David, a son of Jesse, from the tribe of Judah, enters the story', 'What happens after David entered the story', ""After this point on Saul's story is largely the account of his increasingly troubled relationship with David"", 'How long did Saul reign', 'According to the Hebrew text of the Bible Saul reigned for forty two years, but scholars generally agree that the text is faulty and that a reign of twenty or twenty-two years is more probable', ""Who was king Saul's wife"", 'Saul married Ahinoam, daughter of Ahimaaz.']",5
what genre is the film,A Million Ways to Die in the West is a 2014 American western comedy film.,8741,2,"['who plays abraham lincoln in a million ways to die in the west', ""In the film A Million Ways to Die in the West, Gilbert Gottfried appears as Abraham Lincoln, seen during Albert's drug trip.""]",5
Who was Mega Powers?,"The Mega Powers was a tag team in the World Wrestling Federation from 1987 to 1989, consisting of Hulk Hogan and Randy Savage, and managed by Savage's wife, Miss Elizabeth.",4398,3,"['What happened with Hulk Hogan in 1988?', 'Hogan remained WWF World Heavyweight Champion for four years.', 'Did Hulk Hogan with the WWF World Heavyweight Championship?', 'Hulk Hogan retained the title for 4 years, however in front of 33 million viewers Hogan finally lost the title to André on The Main Event .']",5
Who is Paul Nemenyi?,Paul Felix Nemenyi was a Hungarian mathematician and physicist who specialized in continuum mechanics.,687,1,[],5
how did island hopping work,This practice—skipping over heavily fortified islands in order to seize lightly defended locations that could support the next advance—became known as island hopping.,10193,3,"['what two major battles allowed the u.s. to start the island hopping campaign', 'In the Battle of the Coral Sea, the US Navy checked a major Japanese offensive. In the Battle of Midway, US aircraft dealt a devastating blow to the Japanese navy.', 'what was island hopping during World War II', 'Island hopping was a military strategy employed by the Allies in the Pacific War against the Empire of Japan and the Axis powers during World War II.']",5
what is entropy,"Entropy is a thermodynamic quantity representing the unavailability of a system's thermal energy for conversion into mechanical work, often interpreted as the degree of disorder or randomness in the system",9258,4,"['what are the units of delta g reaction', 'Chemists normally measure energy, both enthalpy and Gibbs free energy, in kilojoules per mole but measure entropy in joules per kelvin per mole.', 'what factors can affect delta g', 'There are two factors which can affect delta G, enthalpy and entropy.', 'what is enthalpy', 'Enthalpy is a thermodynamic quantity equivalent to the total heat content of a system.']",3
when was Kristen Schaal born,"Kristen Schaal was born on January 24, 1978.",9350,3,"['who played mel in flight of the conchords', 'Mel is a recurring character on Flight of the Conchords. She is portrayed by Kristen Schaal.', 'what is  Kristen Schaal known for', ""Kristen Schaal is best known for her voice roles as Louise Belcher on Bob's Burgers and Mabel Pines on Gravity Falls.""]",5
how old is chad gable,Chad Gable is 34 years old,9762,5,"['who won raw tag team championship in hell in a cell', 'Chad Gable defeated King Corbin by pinfall. R-Truth pinned Tamina to win the 24/7 Championship.', ""what was chad gable's early life like"", 'Betts was born in Saint Michael, Minnesota. He is a graduate of Northern Michigan University.', 'when was chad gable signed to the wwe', 'In November 2013, Betts signed a contract with the professional wrestling promotion WWE.', 'when did chad gable make his television debut', 'He made his television debut on the January 8, 2015 episode of NXT, losing to Tyler Breeze.']",5
is mason gamble still acting,Mason Wilson Gamble is a former American actor and marine biologist.,9755,5,"['who played dennis the menace in the 1993 movie', 'Mason Gamble played Dennis the Menace.', 'how many children did mason gamble compete with for the role of dennis the menace', 'Mason got the role after beating out a reported 20,000 children who had auditioned', 'how old is mason gamble now', 'Mason Gamble is 34 years old', 'did mason gamble appear in any other movies besides dennis the menace', ""He also appeared in Anya's Bell with Della Reese, starring as a dyslexic boy. In 1999, Gamble portrayed Brady Lang in the thriller Arlington Road.""]",5
